(184.11260084067067, 80.36676692212689)
(184.18456129078956, 138.12451303305215)
(161.3456669953574, 189.33909686694489)
(123.3255713474021, 225.31286451281127)
(80.25756747345494, 243.37846524039855)
(40.760692687053584, 246.65778794704227)
(9.167011617072864, 241.605191021654)
(-15.05098039679504, 234.58887075976045)
(-35.641574927705236, 229.11401475615122)
(-56.7280252037071, 224.89217528043)
(-80.27132695589324, 219.00685030191488)
(-105.12311203284521, 208.37371457788157)
(-128.08326795970106, 192.05525352034914)
(-146.2978620448181, 172.08301241765824)
(-159.5764889942386, 152.23632890337865)
(-171.1686545608579, 135.34809388844167)
(-186.2737826064379, 120.60208347088272)
(-208.74630524804164, 102.48195306779117)
(-237.5299577552951, 72.37370651244971)
(-264.763700337572, 22.564636069562386)
(-276.97690957432707, -48.91187255854291)
(-259.49326183103074, -134.83585250424034)
(-202.63286361756573, -218.72179017654182)
(-107.23718220393964, -278.8074592783952)
(13.020027058127972, -295.0895853159934)
(134.00719508089344, -256.91960142628193)
(227.84941667681466, -168.14406324168488)
(271.805045190475, -47.4887955804618)
(256.06761272324167, 76.37686993368918)
(187.4688501494215, 173.57633310947222)
(87.5182111152499, 222.472976214026)
(-14.636088612520052, 216.35754703777445)
(-91.76781630968976, 164.9069445297007)
(-127.12013570354685, 89.94869967691551)
(-118.83290569241234, 17.25970315037268)
(-78.8071756383816, -32.385401737302075)
(-26.775149501848098, -49.52761976370788)
(17.81487890170691, -37.50553663862937)
(42.77184223360949, -8.955579526400742)
(46.34402685141971, 20.80045994234636)
(35.707251480107814, 40.46362273767604)
(21.89698101583481, 46.72640651230779)
(13.771731237813466, 44.055042867545666)
(13.844369784737442, 40.79049261105818)
(17.796086949368856, 43.71280120284576)
(17.685929585976407, 53.82095734572873)
(7.115624473753812, 65.40784431578832)
(-14.300492897189255, 68.88604396031562)
(-39.47133651472815, 55.99876719984115)
(-56.25524403499617, 24.869050079491558)
(-52.802874245716446, -17.655059955287207)
(-23.40632327252857, -57.70402506459145)
(27.90530025739978, -79.62835846926274)
(87.86654237281928, -72.59308402662936)
(138.62456559495732, -35.61315512343661)
(164.71633330834004, 21.312161981502598)
(159.44025815648723, 80.66952087351225)
(127.84601525499185, 124.21234258559348)
(84.94890155037845, 140.28009895035993)
(49.79412127866321, 128.58424620185045)
(37.77643857559414, 100.41439694253864)
(54.38463291524179, 74.13468597996231)
(92.95146628114341, 67.8217966912381)
(137.3010117034758, 92.08671687558676)
(168.1274579297874, 146.01084820904282)
(170.40187323963764, 217.77043994473007)
(138.74313296969282, 289.5192188585972)
(78.64564317179892, 344.3217008945203)
(3.2938423445989784, 372.1449667820269)
(-72.4033777568177, 372.44776809109896)
(-137.78944604881087, 352.49529731151927)
(-189.79573583293498, 322.4567247460664)
(-232.2788796637253, 289.75115965690793)
(-271.88200767181127, 255.37670360301865)
(-312.55770567494676, 213.97931583972093)
(-351.5178147790962, 157.64156334138883)
(-378.73355964585505, 81.59802334701071)
(-380.48409208466256, -10.886830334778761)
(-345.565405667828, -106.9684085474202)
(-271.4653736981783, -187.0790204907725)
(-167.67244619763508, -231.33521535242815)
(-54.3933430755187, -227.0205701939279)
(43.1560209469226, -174.07854406566818)
(102.85623649932546, -86.2531842975852)
(113.10779527626767, 12.77685275151141)
(76.70480275830352, 96.92909179822763)
(9.670603327812673, 146.1175914870475)
(-64.46789270836992, 152.40989775913783)
(-122.75288247172895, 121.75333498671223)
(-150.18926693287477, 70.84226170103217)
(-143.839837120548, 20.5498718479334)
(-112.40771201242885, -11.45494343337216)
(-71.87548706025353, -16.186044824705952)
(-39.19301124798311, 4.840076475070854)
(-26.52273622638652, 41.635292155784136)
(-38.032073303614055, 80.33824551259013)
(-69.97629875618765, 108.29908438806214)
(-113.43152216954499, 117.70725804578142)
(-158.10819085048587, 106.72954314795423)
(-195.54200178743974, 78.32901164608776)
(-220.5797062501525, 37.87227355007967)
(-231.07869060639803, -9.082737745593786)
(-226.61133529281483, -57.84255925283526)
(-207.30628065898395, -104.3370610165348)
(-173.6554090699749, -144.2367505707458)
(-127.37767820941038, -172.43474855876255)
(-72.67363221543239, -183.64530444558835)
(-16.83584635010922, -174.16367532535048)
(30.59760611528256, -144.05295148689353)
(60.24773317918424, -98.58841340315887)
(66.10681709429282, -47.946175513175)
(48.245214479969015, -4.826548810681701)
(13.725022557038074, 19.361223109583676)
(-24.92998262933323, 18.394979590095463)
(-53.375185425200776, -6.314135827181937)
(-59.96727650061943, -45.767244586138496)
(-39.53033249175845, -86.00498123379522)
(5.0052867795316285, -112.39875487008814)
(63.63590087272212, -114.05785730158071)
(122.50637141926815, -86.81260274046367)
(168.04783016425927, -33.85780730766678)
(190.5262947994968, 35.90949181896397)
(185.88665333716986, 110.96815746881785)
(155.57548045814173, 180.36964933386162)
(104.85586700431746, 235.93187601345798)
(40.62266918082603, 272.9323388417258)
(-30.297725578832075, 289.5458355078415)
(-101.85229112391188, 285.7775985537589)
(-168.6043242294158, 262.6949751419026)
(-225.3226165873591, 222.38080682175044)
(-266.99674718347626, 168.4556236445091)
(-289.6123753435254, 106.56833334470983)
(-291.4611270150395, 44.18299104078971)
(-274.30249218104905, -10.663383615840079)
(-243.60321743708286, -51.3701941959946)
(-207.42739301179955, -74.77466349500855)
(-174.1815550451699, -82.21596318100835)
(-150.02098991120582, -79.04926331827654)
(-136.98184290563614, -72.65725431817008)
(-132.6626354981961, -69.70178599103276)
(-131.6258495696993, -73.74493962064489)
(-127.92259478076484, -84.24049071495111)
(-117.62882534154704, -97.29181348000728)
(-100.27912800605944, -107.76538561544105)
(-78.61172194024843, -111.72477609492755)
(-56.854394543947194, -108.0178248463051)
(-38.49303908477464, -98.28851188822541)
(-24.715917674547686, -85.49452868042782)
(-14.375158316953303, -71.79909664100262)
(-5.503997167901616, -57.071045559363114)
(2.4402135562574685, -38.960742589621375)
(6.929123157806401, -14.716032095637214)
(2.4668350981537053, 16.06698142379831)
(-17.203284459304076, 49.21636194510013)
(-55.52610085968449, 75.71009150691906)
(-109.79691517425991, 84.01670139191528)
(-169.84026490768585, 64.50038302609522)
(-219.82096231526472, 14.224185196044374)
(-243.0112674259356, -59.990948725798404)
(-227.95757108404433, -141.93595927694844)
(-173.64612832608847, -210.2190129197695)
(-91.39319463675436, -245.11217478513188)
(-2.3105179052608804, -235.60282204836253)
(69.08968380499466, -183.90059090601608)
(102.98229995240104, -105.46716416684512)
(91.03588820327968, -24.301631153847538)
(39.33571800544664, 34.931069988329064)
(-33.740746225736174, 55.06414791593777)
(-103.92052420575078, 31.868076355424147)
(-149.28013135611843, -25.19728351757908)
(-157.23971539588268, -97.04087263355336)
(-127.78260368352164, -162.06822040848888)
(-71.9535479778647, -203.51905589110314)
(-6.595838127232014, -214.23227324274202)
(52.28029852789538, -197.26795035090797)
(94.73721327872397, -162.61780649672406)
(118.81180011673, -121.83815647189444)
(128.73653117836093, -83.15832001465878)
(130.79200743058522, -49.17153532891349)
(129.0728705778084, -17.846998170709238)
(123.31536166481509, 14.03787346524052)
(109.78985143478486, 47.0931420383634)
(84.66010977484888, 77.3151670895635)
(47.916231785668245, 97.11808787874081)
(5.621387009910843, 99.05799695763322)
(-31.03447014261177, 80.46221079867615)
(-49.84018485238875, 46.55175658720484)
(-43.177232253856275, 10.175450644620986)
(-12.565598200928328, -12.241691918815476)
(30.194354846437108, -7.147665808937173)
(66.26351634230578, 29.945665161620866)
(76.4600654667301, 91.32262207866468)
(48.859908753967176, 158.64896384215757)
(-15.837966057267694, 209.0218444456556)
(-103.56790866337471, 223.29356243050557)
(-191.3411649405753, 193.40043400137688)
(-255.30503373527696, 125.70325563128426)
(-279.3055708403594, 38.896811904951136)
(-260.57214178919327, -42.760300448647776)
(-210.28141033910106, -98.23045595402988)
(-148.84018276874045, -117.01306282658673)
(-97.87540549361466, -102.1392009654214)
(-72.22648710182403, -67.80609126056922)
(-75.15010148993085, -32.83727243265207)
(-98.51821133800799, -12.842591581643962)
(-127.64016155411936, -14.391740096156688)
(-148.39830156974156, -33.53588922472569)
(-153.484207432213, -59.05687778429906)
(-145.0318538053384, -78.75255735053952)
(-132.62134064958673, -85.78128231846884)
(-127.7227686885643, -82.13767998188521)
(-137.24030949069999, -77.6772220856717)
(-159.2068184672949, -85.14364887109826)
(-182.70616677006387, -113.47796961321701)
(-192.199249317347, -162.4964819504665)
(-174.44007636791892, -221.46349285334935)
(-124.96505874636253, -272.3989906209446)
(-51.24937382341845, -296.88881756120554)
(28.997049477184305, -283.6069094119822)
(93.87049740468966, -233.3904877328872)
(125.28698639201411, -159.68685087213623)
(115.75760338101341, -84.09199673736104)
(71.21407807421295, -28.713726919084884)
(8.790576351162368, -8.36667645642382)
(-49.49323065166328, -25.623784069576367)
(-84.6012747356051, -70.53124934412278)
(-86.84268230710748, -124.88475912043138)
(-58.41278117683055, -169.1795829072901)
(-11.441910410450046, -189.4184561472923)
(37.30898576673991, -181.2288365678094)
(72.7488250602598, -150.0234219732426)
(86.23941482412377, -107.6327892626642)
(77.24224778587786, -67.20384432292369)
(51.694153862901146, -38.63767037645132)
(18.362244746447203, -26.30062540867808)
(-14.883499895605325, -29.505194265226955)
(-43.20017268276819, -44.93340586148621)
(-64.63527253950029, -69.3768243481498)
(-78.28970844772148, -101.22750632631909)
(-82.2027588681052, -139.99082931923363)
(-72.4593097496049, -184.2584417300433)
(-44.30543485963523, -229.48975147361423)
(5.081635021266441, -267.15187153332045)
(73.52095247866782, -286.1555301877682)
(152.16039942876967, -276.38469939796545)
(226.4387478083994, -232.99248583530778)
(279.77682149211887, -159.56916978370504)
(298.8334473747139, -68.57372768234345)
(278.3368611820416, 21.53586135125052)
(223.50666168769638, 91.67644893174494)
(148.9413657898062, 128.13200217319496)
(74.21113685921313, 126.94122893246598)
(17.69185940817195, 95.02548140558179)
(-9.1368270773611, 47.64077382168527)
(-4.908163091548836, 3.1307703315893036)
(21.93400313716622, -23.06623737431788)
(56.64162779156614, -23.023829820567194)
(83.40743274694881, 1.933994367418519)
(90.37715852571205, 42.672922350149356)
(72.75069916414076, 85.99341567612055)
(33.197067243119356, 119.08358478139395)
(-20.10362508083689, 133.06302661862617)
(-76.66740721644098, 124.61057425454933)
(-126.80265856309336, 95.57510217139995)
(-163.5884789666323, 51.24895050479266)
(-183.42721844597233, -1.6772168764940518)
(-185.53899208846565, -56.63799360658558)
(-171.10944171206478, -107.8787826155231)
(-142.70291556478676, -150.5396417073753)
(-104.13518004446728, -180.66386360944364)
(-60.538216210152406, -195.56073125917752)
