(11.411880477831591, 31.64514309912869)
(-0.8372112177451214, 36.85375263609997)
(-14.808131683316951, 36.188094258482366)
(-27.296197075864576, 29.766745345126097)
(-35.942931345251196, 19.39059092566179)
(-39.97157259131903, 7.596346094129029)
(-40.151092035246364, -3.477502924883268)
(-38.07227460764844, -12.884934815305897)
(-35.13073259627473, -20.98183026550712)
(-31.734312417774614, -28.84271237416296)
(-27.130048218895176, -37.31362148709825)
(-19.93367089745499, -46.20893115189382)
(-9.08726300045658, -54.09308881125605)
(5.261335834456645, -58.80019416625637)
(21.451877722628254, -58.46573454263166)
(36.80873824962057, -52.556658184128445)
(48.77037173188881, -42.33689905292191)
(56.12739728059944, -30.4389665405105)
(59.72192555678768, -19.638238542693742)
(62.150186404513114, -11.353881304349514)
(66.45380999494641, -4.618869683143279)
(74.29500819136999, 3.859250459497577)
(84.4487637388185, 18.36751818260643)
(92.42830331026255, 41.99876710321133)
(91.65280290702353, 74.49649109629588)
(75.91055703989028, 111.15489802268279)
(42.23870680681209, 143.4739582631368)
(-6.977837171250755, 161.58895510228388)
(-63.71199960474152, 157.7197710853719)
(-116.18644779915181, 129.34985910506475)
(-152.45674125784853, 80.80740690513156)
(-164.4365568377269, 22.445401328153025)
(-150.8191503348038, -32.47210040576019)
(-117.67380251336522, -72.12939922718151)
(-76.35116774156594, -90.1409753067981)
(-39.39369586765254, -87.58984009559127)
(-15.984383956983173, -72.26198949988775)
(-8.716550262727559, -55.31181400755581)
(-12.994941429140695, -46.64167168322064)
(-19.347410148246457, -50.84127528827398)
(-17.74225006643313, -65.35408819791905)
(-2.1563371130964732, -81.66380452928809)
(26.51007791472857, -89.06314556765739)
(60.43855464448455, -79.48068795961402)
(87.90042973857635, -51.35713339771654)
(98.09731741998957, -10.90086995560901)
(85.86215629680152, 29.903134918594894)
(54.245144111078176, 57.822448211783275)
(13.826190986324526, 63.65824993498316)
(-21.084955925064726, 46.126337683303056)
(-37.9131018689906, 12.70008583121232)
(-30.777752718172273, -23.02167004446092)
(-2.9337923635939696, -46.45260219389786)
(34.34202839016713, -47.656710139515816)
(66.03535484756341, -25.243722016029402)
(79.18447096085814, 13.048832197486401)
(67.8915277438821, 53.34328688271871)
(35.56828575630939, 81.00817428409965)
(-6.469458172331798, 86.31103588791356)
(-43.48622449138802, 68.10162956365645)
(-63.09187985235323, 34.08466814674098)
(-59.991367614779605, -2.3884151117050934)
(-37.85037720635678, -27.69007630072972)
(-7.581315747136253, -33.28387997627373)
(17.207063518880275, -18.953843795903808)
(25.731068369746517, 7.351371221307719)
(14.302065086937297, 32.9320741429416)
(-12.337060221752754, 45.58007676944019)
(-43.08506640039232, 38.51541495519314)
(-65.06599031574787, 13.046065559091574)
(-68.83556588799962, -22.06915727977131)
(-52.11072648640862, -54.232351401937635)
(-20.556752201594648, -72.08460819805126)
(14.624412662695025, -69.98442469175811)
(41.27377506975574, -50.1016469801593)
(51.14295818768791, -21.3321435185687)
(43.089408328867954, 4.473267096206698)
(23.342375960886216, 17.405527678807058)
(2.774574832418889, 13.534570289164705)
(-7.6890714881637034, -3.5260439751446953)
(-1.6665021697206868, -24.134555759651974)
(19.92286654563849, -36.59407868204867)
(49.03295700766613, -31.994358459589034)
(73.53321446347817, -8.003245666381808)
(81.93020618202586, 29.88812567489922)
(67.93385671914027, 70.16444547497284)
(33.10226528755784, 99.44979570655687)
(-13.456189617234386, 107.45288672746372)
(-58.22014392601165, 90.82199793722992)
(-88.05711751568785, 54.4604665957612)
(-94.89920531022094, 9.815940764551556)
(-78.5635944290834, -29.211818816092308)
(-46.692711992356436, -51.223558881451424)
(-11.86195709074606, -51.31150764456599)
(13.05706998685595, -32.64121961134906)
(19.564471921480685, -5.077262747858086)
(6.528401989087304, 18.606648317379737)
(-19.56051521192862, 27.517609272877735)
(-47.132983224652826, 16.67117690031926)
(-63.91754002590284, -11.206135954348918)
(-61.525881651601566, -46.73334642776652)
(-38.56325141365433, -77.37257867382766)
(-1.1352266677485785, -92.05949170492812)
(39.413733712272645, -85.25211509081713)
(70.67469865758338, -58.907559910916206)
(83.70323700998445, -21.667198571535536)
(76.2161563900903, 14.432821460137447)
(53.26475884876312, 38.48749810855898)
(25.133865398151862, 44.78134540004978)
(3.256838531019362, 34.841656294082696)
(-4.3077347401865325, 16.69298965350756)
(3.891873983643727, 1.5707548034984278)
(22.023642486489315, -0.6782230298385414)
(39.16246887083515, 14.24199680219867)
(43.57278551857195, 42.970374093529145)
(27.491768314514427, 75.3099190819281)
(-9.406829732842638, 97.75219741646336)
(-59.23061678340541, 98.44893296206406)
(-108.14683707442865, 71.7973159609879)
(-140.95370639278312, 20.91268117621833)
(-146.3032618320472, -42.975407686463626)
(-120.66889720732881, -104.03052999585337)
(-69.60330141414809, -146.96442537389876)
(-5.836712397396969, -161.96966157513228)
(55.059744923562874, -147.65192193025766)
(99.8253714644225, -110.94811292397011)
(121.58304529687905, -64.15793947730292)
(121.39314993154926, -20.292913301718702)
(106.84124299023941, 11.457987924693583)
(88.35485337135916, 28.457465959594984)
(74.78663746911221, 34.616548367321876)
(70.01767466055931, 37.83086307631541)
(71.85481178110595, 46.02381138791489)
(73.52841522531327, 63.46155503315769)
(67.0425384936014, 88.8194350301934)
(46.91573083690352, 115.70600365859352)
(12.756326927667553, 135.3211006910792)
(-30.340473605105558, 140.06667916883248)
(-73.64951779851884, 126.58954998096333)
(-108.07234584689775, 97.03598609195085)
(-127.4018967553013, 58.09139836566336)
(-130.26858225802695, 18.31471132606437)
(-120.05817114923659, -15.042014972396764)
(-102.97885213898614, -38.39044822179304)
(-85.22353045219849, -52.42806806340248)
(-70.49931470491137, -60.90974306564273)
(-58.95649633273832, -68.2587070141229)
(-47.871104100694325, -77.17141745511276)
(-33.6332542291933, -87.30353562238088)
(-14.02791463834437, -95.57469538477169)
(10.289876486382852, -97.86014310129522)
(35.8036205611566, -91.20168257973062)
(57.58662152938533, -75.45416299853304)
(71.47195270241059, -53.57676026407035)
(75.88562658894094, -30.436551855610748)
(72.45704702170977, -10.705426942914723)
(65.1094635549196, 3.133227096831277)
(58.06496189416961, 11.698543294011678)
(53.730211286125794, 18.087594996039584)
(51.50763349227216, 25.991693741451854)
(48.15640756630859, 37.45602472895074)
(39.59477651302396, 51.3954704934058)
(23.325297521021007, 63.665580074403124)
(0.3123338500093329, 68.77814230081296)
(-24.67432628348479, 62.56157978542082)
(-44.5760585702271, 44.561084421856556)
(-52.89551524659192, 18.999355725812883)
(-46.68863681659356, -6.308886188012217)
(-28.342138629367593, -22.808244625847696)
(-5.216047373683221, -24.72009665112497)
(12.895070546061486, -11.743532526073068)
(17.57945470778541, 10.297946721778445)
(5.387788785652184, 31.30506026305639)
(-20.338483258243016, 40.65791720010537)
(-50.25942052498273, 31.456286550736294)
(-72.28034826375139, 3.5486777072667977)
(-76.06781228597278, -35.928001092230026)
(-57.09782744370512, -74.81811710736672)
(-18.629077566805268, -100.2293782441238)
(29.219895120061402, -103.20980570795051)
(72.97976610521275, -82.01759422736654)
(100.59528498646517, -42.71615103523955)
(105.61766378623142, 3.130069426105713)
(89.22377905297056, 42.748521856167734)
(59.32325239025546, 66.75859146613863)
(27.163837893744052, 72.2964597586708)
(2.8219222207553747, 63.48892567548245)
(-8.619353034396703, 49.16569928490054)
(-8.706382737260036, 38.79518503029075)
(-4.462894409022049, 38.31838745289883)
(-4.968787133211503, 47.57069271655858)
(-17.09124734150429, 60.32502452815325)
(-42.11654489995035, 66.93114866151333)
(-74.6623210633532, 58.48806467882492)
(-104.34027428347235, 30.87740983384345)
(-119.55167064111217, -12.96160781759845)
(-111.95940790718629, -63.45045377842823)
(-79.91225959884312, -107.37459037862956)
(-29.494748944094088, -132.36996063884527)
(27.22234515296813, -131.22590297670357)
(76.10164416099582, -104.41031941422965)
(105.59435207449047, -59.89480018932662)
(110.43824326734652, -10.36523782921639)
(93.08123403668311, 31.136197339709838)
(62.369946605741575, 55.535699221883405)
(30.052705282868317, 60.4630325626983)
(6.433079679772426, 50.45956064536051)
(-3.212080224526389, 34.671669349597295)
(-0.15889854353316402, 22.96739746573644)
(8.791790571544889, 21.97403007202657)
(14.43451686731514, 32.529625608222176)
(9.1349712466058, 49.483058642956834)
(-9.876950508713492, 63.87909791514244)
(-39.160134878578475, 66.66324659105365)
(-70.17829113163303, 52.469891952112924)
(-92.4581285098048, 22.027652999262877)
(-97.5888575466213, -17.76152502753604)
(-82.53250856742125, -56.13159857389961)
(-50.961969051536926, -82.30006925562938)
(-12.081230411195733, -89.40461210186336)
(22.661647845072878, -77.0232465953921)
(43.7428256755104, -51.29095144087223)
(47.02485757521632, -22.53271283398695)
(35.16731017204204, -1.2908179476754587)
(16.40844556312061, 5.73423320692703)
(1.153289745550392, -1.7584339054370943)
(-2.3247306193019313, -17.651578211759702)
(8.62485216886946, -31.99500994723811)
(29.77057445250829, -35.22697613650535)
(51.556221530362365, -22.378282334684748)
(62.95234542174817, 4.450150489054437)
(56.13778757147428, 36.42320242168139)
(30.14855474643643, 61.125688310544696)
(-8.040761941792937, 67.40817574105644)
(-45.582720970285195, 50.066065339777985)
(-68.32056825722336, 12.470229264593932)
(-66.17547956957699, -34.00722649697587)
(-37.28016921118996, -73.71213404693323)
(10.814007762880827, -92.2695682112506)
(63.446574103638135, -81.9091501633976)
(103.90900555365064, -44.49441277516346)
(119.39450013911764, 8.971711022064014)
(105.57812874025069, 62.252333977861745)
(68.05382318389519, 99.74884884618874)
(20.049986531900934, 112.10433572710835)
(-22.707861413712507, 99.37877968504947)
(-47.992559961240616, 70.56851986311632)
(-51.5834727642351, 39.67347197429175)
(-38.519934241794175, 19.881931860743137)
(-20.620820442374615, 18.195959813913113)
(-11.281403889986898, 32.65062240979234)
(-19.654172974613502, 53.245951745471)
(-46.57627172945908, 66.21957655023402)
(-83.91252874145113, 59.93766981750667)
(-117.6126777430764, 30.01776564408525)
(-133.28310731824234, -18.40880359936418)
(-122.0510426216795, -72.24862462327513)
(-84.36626958878927, -115.23902347779699)
(-30.197609680186996, -134.1077123750169)
(24.48790058819759, -123.67249353152334)
(63.60096203459052, -88.87078864297418)
(76.87166198396721, -42.92350029551517)
(63.553690587278155, -2.359958614403955)
(32.484372130256766, 19.149170243670497)
(-1.4680315986925727, 15.767291172302158)
(-23.137727934743427, -8.601317231304726)
(-22.73430751733585, -42.119464949719806)
(0.6982655168439535, -69.73504078221852)
(39.265095774017475, -78.91202445383684)
(79.50423164958903, -64.16293282771016)
(107.56902838740358, -28.729856597158893)
(114.2494564285887, 17.062259415897337)
(97.94960884520833, 59.95347235609931)
(64.6391297953792, 88.66178317971132)
(25.026272863144946, 97.64733423044487)
(-9.745732240353732, 88.3962410681986)
(-32.10661699799455, 67.95710034143725)
(-40.26080824591049, 45.55534514942104)
(-37.9121095860775, 28.792205107901697)
(-31.879706989355153, 20.9622148369836)
(-28.779034814529574, 20.433948491532057)
(-32.204143807191116, 22.119255435131876)
(-41.50525712066145, 20.207415608212507)
(-52.4960546157932, 10.904265677722343)
(-59.597305233770044, -5.961987749237513)
(-58.37588430428778, -27.024391745242557)
(-47.37556037955846, -46.94605089935785)
(-28.542786158963427, -60.666047433265256)
(-6.2143479026513795, -65.30905924845271)
(14.750897222623522, -60.991338083065756)
(30.806901184920598, -50.30857910889922)
(40.740418434531314, -36.88527445689508)
(45.535264670742045, -23.737500877424964)
(47.29201024927514, -12.20579503503101)
(47.82321529428097, -1.8786871002548793)
(47.63703854441209, 8.572980752694)
(45.77829177883086, 20.15720009342423)
(40.54832144664485, 32.58533080576668)
(30.69119533503053, 44.06468972319513)
(16.414468427520003, 51.96630353926791)
(-0.29721058953971635, 54.03702178806957)
(-16.268484177201877, 49.55268786487018)
(-28.37211548653859, 39.82650139771044)
(-34.846812678487225, 27.783641533135054)
(-36.06034600368988, 16.752085612037376)
(-34.319529574210975, 8.999376831730395)
(-32.75636023664993, 4.69157604129116)
(-33.750378945569516, 1.792770900017457)
(-37.588683487384195, -2.9759002817909277)
(-42.00478984475888, -12.470577461020902)
(-42.891939204614815, -27.446333736473093)
(-35.99364844464861, -45.619325675469845)
(-18.937219752980337, -61.96414468316662)
(7.221159788068327, -70.26013080904855)
(37.637755217903305, -65.38527977979814)
(64.78383240287673, -45.513555123842984)
(80.72758002063946, -13.343938410285809)
(79.83604887251737, 24.199510556286015)
(60.9263334030256, 57.814888315604634)
(28.040032533526396, 78.65897439379603)
(-10.525616946281392, 81.21988829350269)
(-44.6822916881597, 65.21151493002824)
(-65.71459909175799, 35.781651705820124)
(-69.06654449426131, 1.8998523249158126)
(-55.77065076567209, -26.566850608691702)
(-31.99197131025543, -42.10138693187662)
(-6.8145194210157705, -41.977175004905604)
(10.97321428525268, -29.021873845353117)
(15.961642396255293, -10.415456736984126)
(7.963187499039442, 5.0637648117476015)
(-8.067171961961591, 10.3582934514145)
(-24.026159434323066, 2.7991795142595493)
(-31.853733576123567, -14.882505350819073)
(-26.73698202323202, -35.612260612128914)
(-9.101488885079405, -50.739093885908346)
(15.412661879131456, -53.49053175624303)
(38.0468951102756, -41.79091792567541)
(50.347363151731045, -19.311472109808633)
(47.619421950360774, 5.738926942165627)
(31.0435514912998, 23.70958096994265)
(7.541535439568506, 27.355107097931725)
(-12.676737783683151, 14.941345563823186)
(-20.040219659962652, -8.670425294295413)
(-9.540009658967096, -33.511057626551235)
(16.909965558615873, -48.12379114304585)
(50.70153367422408, -44.00820032773119)
(79.40777702874874, -19.181096961624153)
(91.3197809392214, 20.593487651040807)
(79.95368963215238, 63.50607291838008)
(46.76894097306717, 95.80919584324926)
(0.9657667372139187, 106.83476207163976)
(-43.6662754437214, 93.008258669954)
(-73.7183631294148, 59.273320864504605)
(-81.0697352070396, 17.30960129253455)
(-65.82476946059319, -18.825927802007364)
(-36.10676348157964, -37.9714379834495)
(-4.758853794811394, -35.988885068858956)
